address,tel,name,locality,country,latitude,longitude,postcode,factual_id
8424 3rd Ave,(718) 238-0079,Areo Restaurant,Brooklyn,us,40.624518,-74.030673,11209,6747b374-c220-40a7-a3c6-55f2adebdb8f
9206 4th Ave,(718) 748-0063,Subway,Brooklyn,us,40.618229,-74.030431,11209,5b10aacd-8378-4183-a65b-03d0444d390e
9011 5th Ave,(718) 238-1608,Top 1 Sushi,Brooklyn,us,40.618829,-74.028257,11209,789a7e22-393a-4016-a561-07ed84095c0f
9524 4th Ave,(718) 745-1506,Molto Bene,Brooklyn,us,40.615646,-74.031424,11209,009a0bdc-d92c-4df2-9e02-0a85f3edf824
9050 Fort Hamilton Pkwy,(718) 238-1966,Landy's Pizzeria Restaurant,Brooklyn,us,40.617427,-74.02725,11209,1f5042e1-658d-45d8-bbe5-e3c7c1ca4df9
9403 5th Ave,(718) 833-8750,Espresso Pizzeria,Brooklyn,us,40.616353,-74.030488,11209,4a59fa35-653a-4673-9bc4-f581cf0e4b94
8727 4th Ave,(718) 567-3800,Uncle Jimmy's Backyard BBQ,Brooklyn,us,40.62122,-74.028764,11209,68a322dd-b528-44ce-b752-b564f9761278
8902 3rd Ave,(718) 745-9619,O'Sullivan's Bar & Grill,Brooklyn,us,40.621303,-74.032077,11209,060d044a-6ac1-464e-a38c-92c938b9ec68
8516 5th Ave,(866) 394-2493,Burger King,Brooklyn,us,40.621869,-74.026128,11209,bb7f66eb-6349-49d3-be1f-b84677389aab
9324 3rd Ave,(718) 567-5741,Kim Chee Korean Rest,Brooklyn,us,40.61813,-74.033389,11209,1ea98c7b-a5ae-40d5-9527-532c6d08c81a
8121 5th Ave,(718) 567-2337,Bullshots,Brooklyn,us,40.624542,-74.024544,11209,71350e00-26b0-4606-8d99-c22a031bbb8f
8701 5th Ave,(718) 680-8887,Grand Sichuan House,Brooklyn,us,40.620721,-74.026638,11209,2c53c7c7-e1ab-48f3-a211-3c33672b0a79
9316 3rd Ave,(718) 748-1065,Shore Road Delicatessen,Brooklyn,us,40.618271,-74.033393,11209,2ecf0508-f6af-4039-be95-51f20350846e
8610 3rd Ave,(718) 748-6977,Pegasus Restaurant,Brooklyn,us,40.623233,-74.031285,11209,2b64e3a0-0355-012f-b33e-003048cacd48
9701 3rd Ave,(718) 833-1183,Pipin's Pub,Brooklyn,us,40.615572,-74.034048,11209,23291250-e524-012e-79e3-003048c87378
8612 4th Ave,(718) 745-8226,What A Taco,Brooklyn,us,40.622477,-74.028683,11209,63aa6dda-f5b7-4b2f-bdfd-504f4e83499d
8510 4th Ave,(718) 333-5811,Top Thai,Brooklyn,us,40.623245,-74.028144,11209,3314f4c4-2fc6-45b0-a114-4a4aceb1387a
518 86th St,(718) 836-0022,Your Baker,Brooklyn,us,40.621194,-74.025915,11209,08f85eb0-56ad-441f-b486-3992ece6df80
9715 3rd Ave,(718) 921-0217,Kitty Kiernans,Brooklyn,us,40.615331,-74.034295,11209,2b7d5ce0-0355-012f-b33e-003048cacd48
8619 4th Ave,(718) 748-3918,Sal's Pizzeria,Brooklyn,us,40.62211,-74.028379,11209,fb40bd4c-b247-499a-8e92-80b9a1ebfc56
8402 3rd Ave,(718) 833-5414,Blue Zoo Lounge,Brooklyn,us,40.624904,-74.030594,11209,0da230c1-89cc-4d07-989e-6793935feabf
8015 5th Ave,(718) 701-9180,No Quarter,Brooklyn,us,40.625255,-74.024121,11209,efaad232-b23d-4173-a83b-43bd912bde75
533 86th St,(718) 833-4208,Swirl Fun Frozen Yogurt,Brooklyn,us,40.621085,-74.025389,11209,acb34d61-6e79-4a26-9fe0-7babdfbca795
8917 5th Ave,(718) 833-2735,First Stop Deli,Brooklyn,us,40.619269,-74.027806,11209,9db63d86-122c-4dc5-9fac-1b769626d8b8
9060 Fort Hamilton Pkwy,(718) 492-7272,Papa John's Pizza,Brooklyn,us,40.617414,-74.027188,11209,7437160f-42cd-405d-9fdc-9044234ea62f
9102 4th Ave,(718) 745-5500,Verrazano Pizza,Brooklyn,us,40.619132,-74.030033,11209,c68b2c0c-5277-412c-b593-4949c7f27dc8
8514 5th Ave,(718) 630-5575,Popeye's Louisiana Kitchen,Brooklyn,us,40.621907,-74.026074,11209,67f01c73-b9b5-4913-ba2e-89da90768fd0
9204 3rd Ave,(718) 513-0071,Artisan Food Valley,Brooklyn,us,40.619174,-74.032768,11209,80a00f7c-3876-4616-b32f-bacd8ef9eb8e
9409 5th Ave,(718) 833-8900,New Mid China Chinese Restaurant,Brooklyn,us,40.616147,-74.030649,11209,ec8eeb94-e925-4cba-8fc3-e3e5beee252c
8518 5th Ave,(347) 497-4357,Mike's Hinsch Greek American Diner,Brooklyn,us,40.621848,-74.026142,11209,45ee2fa1-8e58-4def-a231-b056049121a3
8521 4th Ave,(347) 773-0963,Cocoa Grinder,Brooklyn,us,40.623001,-74.028263,11209,bcade440-d112-4f85-8d96-330d9539e79a
531 86th St,(718) 238-0482,Panera Bread,Brooklyn,us,40.621207,-74.025274,11209,6dcdbebb-005e-4286-962c-3a50bcae6e45
416 86th St,(718) 921-4444,Auntie Anne's,Brooklyn,us,40.622422,-74.02802,11209,4635abb5-4eee-4279-879b-e72ab9173db3
376 86th St,(718) 745-4440,Bab Alhara,Brooklyn,us,40.622895,-74.028827,11209,0938e2a3-0126-46cc-b9e4-057b88f70ce0
8612 4th Ave,(718) 748-8839,Amalia's Restaurant,Brooklyn,us,40.622519,-74.028641,11209,4d87a2a5-3194-4fed-bdf2-7ee002b0320b
420 86th St,(718) 833-3034,Wendy's,Brooklyn,us,40.622265,-74.027962,11209,644751ec-e595-4364-b45e-b6d277355ea8
9300 5th Ave,(718) 921-2580,Taqueria El Puente,Brooklyn,us,40.616517,-74.030514,11209,4b014a5d-b4eb-4e7f-80cb-4057614a2db1
8303 3rd Ave,(718) 238-8463,Grapevine Mediterranean Kitchen,Brooklyn,us,40.625465,-74.029921,11209,3a057ab2-83cf-44cf-8df5-380e42014b93
9013 4th Ave,(718) 833-8816,Cranberrys,Brooklyn,us,40.619459,-74.029621,11209,01fcba5d-86d4-44e2-953a-c313b5782949
509 85th St,(718) 333-5711,Fattoush,Brooklyn,us,40.621934,-74.025378,11209,fc57723a-801b-4a19-9202-5410ea148a7a
8711 3rd Ave,(718) 680-8808,Subway,Brooklyn,us,40.622384,-74.031266,11209,b7a39b5c-3bf1-48b4-8342-53111b4b4a1e
8309 5th Ave,(718) 745-9653,Full Moon Saloon,Brooklyn,us,40.623258,-74.025059,11209,536cc0a8-89ee-4300-84f9-8dab50359cc5
450 87th St,(718) 836-0055,Cosmoss,Brooklyn,us,40.621191,-74.02751,11209,0784648a-5c41-42dd-a3ed-780f201b9dea
8910 5th Ave,(718) 680-8900,Red White & Brew,Brooklyn,us,40.619584,-74.028168,11209,bd4eb4c4-5852-4ce2-8cc2-2bdd11067f40
9130 4th Ave,(718) 680-2819,Verrazano Deli,Brooklyn,us,40.618654,-74.02996,11209,17360789-baa9-40b5-8ca6-ebe7cf25899c
463 86th St,(718) 833-0534,Chipotle Mexican Grill,Brooklyn,us,40.621991,-74.026707,11209,fce5fe77-cd7d-41f1-8c81-3c58d1db4fa2
315 93rd St,(718) 238-9393,93 Lounge,Brooklyn,us,40.61862,-74.032519,11209,5c94eaa5-6e75-4ac9-9726-8321d0dac2c5
306 93rd St,(718) 748-1118,Peking Kitchen,Brooklyn,us,40.618647,-74.032718,11209,5d5d7cd9-d613-49bb-abff-234039f6cc49
8816 3rd Ave,(718) 971-2185,Nonno's Pizza,Brooklyn,us,40.621619,-74.03187,11209,572f3ef6-1a69-46a0-929e-8c10e34a85f9
8501 3rd Ave,(718) 680-2292,Sally's Coffee Shoppe,Brooklyn,us,40.624146,-74.030599,11209,011f443e-d001-434c-a8cf-f877e3b66b2f
8523 3rd Ave,(718) 748-9889,Golden Dragon,Brooklyn,us,40.623824,-74.0308,11209,04ae7b45-f80f-4dd0-aa67-9a535a6eecea
561 86th St,(718) 833-5325,Best Choice Farm & Deli,Brooklyn,us,40.620903,-74.025019,11209,b0c94802-662e-4c88-afb2-56ff5884cc21
9427 5th Ave,(718) 833-3941,Speakeasy,Brooklyn,us,40.615932,-74.030776,11209,6bbe06ee-b0ac-4db0-b7de-a46f6dea9c7c
437 88th St,(718) 748-1002,Suite Night Club,Brooklyn,us,40.620775,-74.028001,11209,57cbf920-a0da-4dea-b207-d7dfe31c202e
9259 4th Ave,(718) 745-9546,Kelly's Tavern,Brooklyn,us,40.616954,-74.030504,11209,7a9f4f42-6e99-4b4d-bf5a-779436180ba1
9212 4th Ave,(718) 833-8078,QQ Star Chinese Food,Brooklyn,us,40.618023,-74.030303,11209,2b766a70-0355-012f-b33e-003048cacd48
8706 5th Ave,(718) 921-5252,Spring Garden,Brooklyn,us,40.620799,-74.027152,11209,4ff06dd7-708b-44fd-ac1b-7b33148805d5
8320 3rd Ave,(718) 833-5800,Fillie's,Brooklyn,us,40.625201,-74.030616,11209,41e6a5d8-b73b-4b71-b45f-40a2d53029dc
8518 3rd Ave,(718) 491-4400,Dari Seafood & Grill,Brooklyn,us,40.62387,-74.031124,11209,cf6feb0c-9907-4888-9b5a-3093c6e94d55
9522 4th Ave,(952) 248-4283,Energy Fuel Bay Ridge,Brooklyn,us,40.615611,-74.031447,11209,1dd45d8c-885c-4288-907a-3b0053950f22
486 85th St,(718) 630-1111,85th St Deli,Brooklyn,us,40.622253,-74.025963,11209,5d2a68c8-e635-4b9d-832a-724c4b4ca27e
8320 3rd Ave,(718) 567-8320,Rustica Cafe,Brooklyn,us,40.625248,-74.030376,11209,0c62b656-b73b-4df0-968b-b53876cb793d
9128 5th Ave,(718) 680-9520,Bay Ridge Eatery,Brooklyn,us,40.618144,-74.029181,11209,122aef61-fd61-4538-bae8-0129066ce5b1
8619 5th Ave,(718) 238-3303,Wild Ginger,Brooklyn,us,40.620841,-74.02633,11209,933f30ed-dade-4136-81ff-de15a67555b8
8816 3rd Ave,(718) 238-6200,Buon Gusto Pizza,Brooklyn,us,40.621785,-74.031905,11209,6a748409-4bce-4c3e-87be-72b56d11f019
8118 5th Ave,(718) 836-2272,Darby's Deli & Grocery,Brooklyn,us,40.624698,-74.024736,11209,7e955a71-f29f-4ff5-83a5-0ae540555f36
8312 5th Ave,(718) 630-5593,Papa's Pizza,Brooklyn,us,40.623428,-74.025408,11209,9a3bc3a2-d0ed-4552-83e3-dcd7b56444a4
8512 5th Ave,(347) 662-6118,Hibachi Master,Brooklyn,us,40.621992,-74.026089,11209,f0ba8473-d1c0-41c2-9ab1-5fb289d2b1f7
551 86th St,(718) 748-2780,Pizza Supremo,Brooklyn,us,40.620897,-74.025021,11209,115709af-5795-4ebc-9876-450485cdd470
8511 4th Ave,(718) 748-4580,4 Avenue Bakery,Brooklyn,us,40.623281,-74.028013,11209,34823fd8-612c-4570-b526-d128b8bc4c21
8915 5th Ave,(718) 921-2323,23 Supper Club,Brooklyn,us,40.61925,-74.028131,11209,27711e1b-0b3d-4a91-8858-dc4c5bf4c25d
8407 3rd Ave,(718) 238-8042,Ziotto-Taninos Brick Oven Pizza,Brooklyn,us,40.624719,-74.030244,11209,5711ad5d-3da4-4d28-be24-f845de63b0a4
8812 3rd Ave,(718) 630-0070,Rj's Bar Lounge and Grill,Brooklyn,us,40.621719,-74.031786,11209,aad362a4-41ed-456f-a297-99596f57ec94
310 86th St,(718) 833-8898,Friends Forever Grocery,Brooklyn,us,40.62325,-74.030752,11209,e392218a-6942-47d4-8892-3ffb85a9b1a2
8519 4th Ave,(718) 745-5227,Restaurant 24,Brooklyn,us,40.62317,-74.02805,11209,2c84d04b-2636-410a-b3c2-f90020fc75fa
8510 4th Ave,(718) 808-2112,Heat Up,Brooklyn,us,40.623412,-74.028188,11209,9df310f0-3788-457a-a5f7-a84a8c36bbdb
8612 3rd Ave,(718) 238-3092,Carvel,Brooklyn,us,40.623191,-74.031291,11209,5031a8b3-9e4c-4958-acef-d908fedc3743
8716 3rd Ave,(718) 238-8250,Nouvelle Restaurant,Brooklyn,us,40.62239,-74.031679,11209,038f7ce1-12ac-4b3f-9df7-7b4e019ce8fc
8622 4th Ave,(718) 833-3999,Little Caesars Pizza,Brooklyn,us,40.622266,-74.028826,11209,0fc09897-34a1-4222-bf15-2b1a92069f5f
8625 4th Ave,(718) 836-0812,Taco Bell,Brooklyn,us,40.621979,-74.028388,11209,ffda01c5-0779-47ec-949c-922feb68fac5
8610 4th Ave,(718) 748-7745,B Stop Deli & Grocery,New York,us,40.622621,-74.028437,11209,4e20721f-2c15-49c3-8070-1da8bd5d982e
8716 3rd Ave,(718) 491-2500,BomBay Grill,Brooklyn,us,40.622462,-74.031661,11209,eb978d15-d026-41e3-b880-0c49d40065d9
8623 5th Ave,(718) 833-7777,Blimpie,Brooklyn,us,40.620877,-74.026407,11209,d34ff7e7-3f88-46b2-aa71-69beab8c0775
9310 4th Ave,(718) 833-7200,The Nox Euro Asia Cocktail & Lounge,Brooklyn,us,40.617419,-74.030836,11209,4eb9786c-5927-4060-a5dd-4ebe5cfc74eb
535 86th St,(718) 715-2466,Istanbul Kitchen,Brooklyn,us,40.621091,-74.025087,11209,40891b2f-6499-4452-b2c0-54a350b8fc3a
8621 4th Ave,(718) 238-3888,The Original Yip's Oriental Express,Brooklyn,us,40.622044,-74.028335,11209,5c100f32-7f06-4463-9130-544b09893da8
9402 4th Ave,(718) 745-2590,Pasticceria Rocco,Brooklyn,us,40.616693,-74.031146,11209,48ab7c09-07ad-4cba-b503-b5ba3e79b0a0
9204 3rd Ave,(718) 513-0071,Piazza Mercato,Brooklyn,us,40.619209,-74.032839,11209,666dafae-77ef-49d0-85a5-aee46d27073b
9608 3rd Ave,(718) 759-1100,Five Star,Brooklyn,us,40.616401,-74.034013,11209,b1a20c22-abcc-4b8e-9c57-12a7984641b5
8612 5th Ave,(718) 748-6635,Best Coffee Shop,Brooklyn,us,40.621292,-74.026655,11209,e1858449-982f-436d-a79e-f09eef939aaa
8901 3rd Ave,(718) 921-9100,Grotto Restaurant,Brooklyn,us,40.621231,-74.031703,11209,b59c2eaa-a51d-41bf-b90a-13af1a165810
535 E 86th St,(718) 238-2885,Thai Food,New York,us,40.620917,-74.024994,11209,29860f3a-30cf-4fab-b431-7603e526989f
8518 5th Ave,(718) 748-2854,Hinsch's,Brooklyn,us,40.621802,-74.026163,11209,29b499f4-e8eb-4598-b618-ba7fbe84c695
551 86th St,(718) 567-8998,Tripot Chinese Restaurant,Brooklyn,us,40.620852,-74.024907,11209,083caae9-ffd7-47be-a713-12f632bb99d7
9126 5th Ave,(912) 658-4283,Chinos Family Deli Grocery,Brooklyn,us,40.618094,-74.029293,11209,5ec6e625-1d56-4079-a602-ae284319ebc5
9208 3rd Ave,(718) 238-2323,Suki Japanese Restaurant,Brooklyn,us,40.61914,-74.033037,11209,7279168b-c9a8-429e-a332-5265a8fa5bb2
9413 5th Ave,(718) 238-1065,Alex International Food,Brooklyn,us,40.616057,-74.030633,11209,9d8f3814-8444-4821-b0e4-956d9f7038c5
9102 4th Ave,(718) 745-5500,Julie's Pizzeria,Brooklyn,us,40.619131,-74.030114,11209,0c8eddcb-e4c2-4087-ba2f-25e000b12b71
271 86th St,(718) 234-4005,Abitino's JFK,Brooklyn,us,40.62379,-74.03162,11209,ba13d891-4aa9-4fda-b87d-9d82b34a2640
611 86th St,(718) 836-8688,Home Kitchen 88 Cafe,Brooklyn,us,40.620357,-74.024183,11209,e6084743-dcb8-417f-8e62-df56e49d6a87
8621 4th Ave,(718) 238-3888,One Stop Express,Brooklyn,us,40.622042,-74.028362,11209,9f377334-a901-419e-9d92-22e081a49071
9512 4th Ave,(718) 833-9166,Grocery 4th Avenue Express,Brooklyn,us,40.615714,-74.031403,11209,12e834d6-50e5-4e1d-adb0-b6b5e40b8bf3
611 86th St,(718) 836-8688,Home Kitchen Eighty Eight Cafe,Brooklyn,us,40.620448,-74.024481,11209,cf29047a-bd6a-4ceb-90ab-05f8f7c83bfc
280 86th St,(718) 836-4223,Seven Star Bakery,Brooklyn,us,40.623874,-74.031561,11209,0eaa8dc2-fa0c-4351-ab42-0849c9eb8a67
8604 5th Ave,(718) 491-3674,Candy & Cigar Store,Brooklyn,us,40.621412,-74.026424,11209,a441a590-baab-45a5-9a5e-1875fdc6ecc3
8325 5th Ave,(347) 497-5334,Deli On 5th,Brooklyn,us,40.622826,-74.025019,11209,0d4ea487-c3e2-4e01-8b41-4d5d21dd0646
8407 3rd Ave,(718) 833-8880,Cheesesteak Factory,Brooklyn,us,40.624841,-74.030332,11209,c871b6ea-cc3c-4a21-ae5d-e488445f6b52
9212 4th Ave,(718) 833-8078,Ha Ha Chinese Restaurant,Brooklyn,us,40.618092,-74.03031,11209,c7d9bf4f-7ee9-4eee-b1d7-9e550cf3ddd0
551 86th St,(718) 567-8998,New China King,Brooklyn,us,40.620994,-74.025351,11209,e82adfbb-978e-4dee-a095-157f5b0800fa
8408 3rd Ave,(718) 238-5000,Mezzanotte,Brooklyn,us,40.624886,-74.030678,11209,2c0ea878-0c98-4eb3-bda5-88d808cc70dc
9300 5th Ave,(718) 238-8866,Mediterranean Grill,Brooklyn,us,40.61687,-74.030225,11209,4b0525dc-4eef-4410-84b3-8beca1769503
8312 5th Ave,(718) 745-0050,Soho Cafe And Grill,Brooklyn,us,40.62341,-74.025387,11209,e2ae7e98-ad27-4df9-a426-5e6ca4023bb2
8610 4th Ave,(718) 748-7745,Deli and Beer,New York,us,40.622596,-74.028697,11209,a1087501-92bc-4251-93cc-364b610ecc84
8619 4th Ave,(718) 748-3918,J & V Fratelli Pizzeria,Brooklyn,us,40.622267,-74.02839,11209,70f4d702-2241-4aeb-a770-71459092e7db
8317 3rd Ave,(718) 680-2066,83rd Street Deli,Brooklyn,us,40.625214,-74.030008,11209,97664d60-95c6-4255-89bd-5d9fe475b182
9324 3rd Ave,(718) 745-5557,Marino's Pizzeria,Brooklyn,us,40.61826,-74.033398,11209,2ac7de64-4933-4032-806d-c22387c50711
8801 5th Ave,(212) 243-1158,Rolling Pin Productions,Brooklyn,us,40.620194,-74.027221,11209,42e7161b-8b56-4401-b8b7-56b74ab85ef0
9413 5th Ave,(718) 491-3013,R and J European Deli,Brooklyn,us,40.616152,-74.030488,11209,9305ca89-dd2b-4a52-b130-ca536f359590
8126 5th Ave,(718) 567-7808,Asa Deli & Supermarket,Brooklyn,us,40.624619,-74.024855,11209,da848201-946e-4ed6-a6cf-f045ea042c16
8501 3rd Ave,(718) 680-2292,Sally's Place,Brooklyn,us,40.624079,-74.030558,11209,e82c86ec-1c7f-4591-b3d5-b99b8ed65304
8510 4th Ave,(347) 662-6190,Home Taste,Brooklyn,us,40.62346,-74.028164,11209,1d5ff02b-74bc-4b6a-90f5-6fc6a455c0dc
8619 4th Ave,(718) 748-3671,Bari's Pizza,Brooklyn,us,40.622054,-74.02827,11209,c1a0e567-568c-4c49-9592-798e3555cb31
9522 4th Ave,(718) 491-8686,Fuel Health Food Restaurant III,Brooklyn,us,40.615587,-74.031417,11209,7c351a5d-2289-41ab-af07-15fb798b8e4d
8303 3rd Ave,(718) 833-3851,Spartan Souvlaki Ii,New York,us,40.62551,-74.030032,11209,226bfae1-36c7-494b-a28e-fbc1714ed78a
9013 4th Ave,(718) 833-8821,C Hookah Lounge,Brooklyn,us,40.619511,-74.029522,11209,f89692df-af5b-4ffb-9c32-1044cf6e6945
8305 3rd Ave,(718) 680-0800,Candela Restaurant Corporation,Brooklyn,us,40.625408,-74.029971,11209,4fb79653-0b06-44fc-999b-47372bf325f8
8523 3rd Ave,(718) 748-1818,Yummy Thai II,Brooklyn,us,40.623836,-74.030772,11209,2c3a143e-acfe-4494-8246-5d664784701b
8727 4th Ave,(718) 238-8600,Pietro's Trattoria,Brooklyn,us,40.621366,-74.028725,11209,2e912aa9-2243-42f9-ac76-a907976e272b
8905 3rd Ave,(800) 875-6476,Tutta Pasta Store,Brooklyn,us,40.621164,-74.031733,11209,6f0a512b-819b-4329-bbce-3a1108f85986
8325 5th Ave,(347) 497-5334,Deli On Fith Avenue,Brooklyn,us,40.622868,-74.024978,11209,b191115f-3d8f-47a8-9e99-17b3c2b0df03
9206 4th Ave,(718) 748-0063,Alw Food,Brooklyn,us,40.61823,-74.030431,11209,414e09dc-814c-4b71-aa47-88a71db3932c
8320 3rd Ave,(347) 662-6222,Xin,Brooklyn,us,40.62539,-74.03061,11209,57e134c4-24d8-4196-9c7f-cf09ea1084a6
9300 5th Ave,(718) 238-8866,Masal Cafe,Brooklyn,us,40.617107,-74.029993,11209,111945e9-4323-48ee-b7f6-0a68f35f2afb
8610 4th Ave,(718) 748-7745,JGL Delicatessen,Brooklyn,us,40.622618,-74.028616,11209,145cf3fe-366d-4c6e-8be6-f6d69b1a3589
535 86th St,(718) 238-2885,Hong Kong Dimsum Cafe,Brooklyn,us,40.621051,-74.025226,11209,2277fcd3-f66d-4281-a47e-3f244f8d2398
8901 3rd Ave,(718) 238-0012,Shenanigans On 3rd,Brooklyn,us,40.621251,-74.031808,11209,80dc576b-7579-4106-bd97-7839036ceff5
9126 5th Ave,(718) 680-3744,Henry Family Deli,Brooklyn,us,40.618314,-74.029137,11209,6f11a517-80d7-4a16-b68e-c2f9ac7191b3
9102 4th Ave,(718) 745-5500,La Sorrentina Pizzeria and Restaurant,Brooklyn,us,40.619137,-74.030124,11209,9e149700-9d13-4b8a-9505-23413b598f05
9101 4th Ave,(567) 251-7976,Seo India,Brooklyn,us,40.618894,-74.029651,11209,196aa983-ee47-4d7d-ab18-01b54202f334
8915 5th Ave,(718) 745-5050,Deli Express,Brooklyn,us,40.619379,-74.027699,11209,16ca0489-0ce7-48d5-b0ca-044b3defa199
9212 3rd Ave,(718) 238-2224,Humidor,Brooklyn,us,40.619126,-74.033012,11209,38b4a7bb-50f4-47b8-95cc-e806531f75a9
611 86th St,(718) 748-5800,Taino Cafe,Brooklyn,us,40.620373,-74.024199,11209,c1f937b7-9f9c-47d6-a2c7-2d579bf6d9d6
8812 3rd Ave,(718) 833-2020,Burger Up,Brooklyn,us,40.621806,-74.032011,11209,e823551e-c64c-4892-a96e-98d39aaa2aff
8317 3rd Ave,(718) 238-7557,Falasan Deli,Brooklyn,us,40.625253,-74.030041,11209,33669256-8b57-457c-85b8-42794b1d457f
8623 5th Ave,(718) 833-7777,Dyker Heights Deli Inc.,Brooklyn,us,40.62085,-74.026386,11209,fa8fb6f6-c979-45f9-a05f-795e45e61164
8621 4th Ave,(718) 238-3888,158 United Management Corporation,Brooklyn,us,40.622028,-74.028349,11209,a8edebb6-54c3-4780-a6c8-06b02888abae
9510 4th Ave,(718) 238-5200,Jgl Delicatessen,Brooklyn,us,40.615747,-74.031497,11209,0595a5b4-a577-4573-a24c-9102c61a77cc
8312 5th Ave,(831) 258-4283,Papa Luigi's,Brooklyn,us,40.623372,-74.025415,11209,bc746983-58c1-4887-8e2d-510795eb5113
8812 3rd Ave,(718) 680-5505,Cappuccino Bar,Brooklyn,us,40.621887,-74.031899,11209,10b5d1f1-f7a3-457b-ab88-015b363a1f1e
8723 Ridge Blvd,(800) 216-2080,Cafe Spice,Brooklyn,us,40.622896,-74.033972,11209,b26f3837-c952-40ce-89e2-c4684a900f6f
8502 4th Ave,(718) 836-9311,J & G Coffee Shop,Brooklyn,us,40.623502,-74.028258,11209,441f4eca-ce07-499c-9d95-b9bd581add45
8317 3rd Ave,(718) 680-2066,Sadi Deli,New York,us,40.625241,-74.030041,11209,4b086c75-2cdc-4c9d-a045-9baf85e19d1f
9126 5th Ave,(718) 836-0056,Home Style Deli & Grocery,Brooklyn,us,40.618268,-74.02918,11209,96843369-4318-4ce4-9f3b-4e3dc18f75ab
9300 5th Ave,(718) 745-7070,Little Kitchen,Brooklyn,us,40.616606,-74.030289,11209,81a7dd30-138a-41c8-aea2-c46eb758605c
8118 5th Ave,(718) 836-2272,Bayridge Grocery,Brooklyn,us,40.624701,-74.024787,11209,29a041a2-3a96-4e1f-81e8-735cfe6d3e0b
9224 4th Ave,(718) 833-7984,New MAI Stop N Go,Brooklyn,us,40.618036,-74.030571,11209,d9700182-dbce-4f58-8330-040ba56781ea
8318 3rd Ave,(718) 836-2333,Chun San Japanese Restaurant,Brooklyn,us,40.625342,-74.030468,11209,71dca000-bef8-012e-5614-003048cad9da
8502 3rd Ave,(718) 491-3900,Michael Joseph Pizzeria,Brooklyn,us,40.624261,-74.030929,11209,4a72f56f-9d8f-440a-ab96-1187ddf0a495
8406 3rd Ave,(718) 680-4933,Sophia's,New York,us,40.624937,-74.030622,11209,5b2d7996-84be-48e6-b061-aa883fe134da
8504 5th Ave,(718) 921-3030,Pizza Mediterranean,New York,us,40.622098,-74.025955,11209,92cb8255-7749-49fb-b580-1af38c03fd29
9128 5th Ave,(718) 680-7888,Campo Bello Restaurant Two Corporation,Brooklyn,us,40.618089,-74.029386,11209,27326a87-33e7-4e73-bc02-a0be23579d2b
9604 3rd Ave,(718) 238-3815,Bon Appetit,Brooklyn,us,40.616456,-74.034098,11209,422fde70-7295-4c8f-81be-4c6e666549bd
9604 3rd Ave,(718) 748-6400,Ray's Lounge,Brooklyn,us,40.6164,-74.033986,11209,0f321180-c6cc-47b8-9481-e5fadf580ffa
8402 3rd Ave,(718) 833-5414,Cocktail Lounges Eightyfour Zero Two Eightyfour Zero Four Corporation,Brooklyn,us,40.624985,-74.030693,11209,46cd1f5d-3b7d-4d0d-b8e9-8eb96f98e865
8221 5th Ave,(718) 238-1755,Il Mediterraneo Restaurant,Brooklyn,us,40.62401,-74.024706,11209,1979efdc-e004-4740-ae5c-4685e7b49143
8305 3rd Ave,(718) 238-1161,Aura Bar and Resturant,Brooklyn,us,40.625482,-74.030038,11209,21075b44-dee1-48cd-8183-15e95604b9ec
113 93rd St,(718) 833-3094,Captain's Choice Seafood,Brooklyn,us,40.61975,-74.037041,11209,75f27ae6-1c41-496b-9092-938840ca1ba9
8814 3rd Ave,(718) 833-6466,Henry Grattans,Brooklyn,us,40.621702,-74.031942,11209,7f30be72-9d77-42b0-8bfe-ba362de80dd6
9703 3rd Ave,(718) 238-8781,Thristino's Restaurant,Brooklyn,us,40.615542,-74.034237,11209,76274b1b-4365-4e48-9c60-44e8e2f3db68
9512 4th Ave,(718) 833-3295,Mark Deli Grocery,Brooklyn,us,40.615774,-74.031507,11209,20f4aed5-16a6-4b9f-864f-4efecf899321
8529 3rd Ave,(718) 491-5572,Nn Deli & Grocery,Brooklyn,us,40.62378,-74.0308,11209,ac446473-eef1-4827-88bc-e124c9e64860
9018 4th Ave,(718) 491-3657,Cosmos Deli & Grocery,Brooklyn,us,40.619596,-74.029888,11209,391e8052-f61d-4d85-bd43-6089d5d14bb2
8320 5th Ave,(718) 833-1235,Bayridge Marketplace,Brooklyn,us,40.623275,-74.025408,11209,917650ea-02f7-43db-a546-2bcf8d060ba1
8523 3rd Ave,(718) 748-1818,Chen's Kitchen Restaurant,Brooklyn,us,40.623887,-74.030797,11209,666eed6b-8980-40ca-8f3b-832b06c9eede
8117 5th Ave,(888) 404-8100,Krystal Elegance Limousines,Brooklyn,us,40.624755,-74.024439,11209,0555631b-3aae-4a64-a904-f123768bc9ac
8905 3rd Ave,(718) 238-8004,John's Deli II,Brooklyn,us,40.621253,-74.031826,11209,6d6b2f70-7fd3-4b84-a5b8-96aa395fb742
9050 Fort Hamilton Pkwy,(718) 238-1966,Gabriella Pizza,New York,us,40.617539,-74.027255,11209,21d60af4-e458-429b-997b-ea5ab3ff9c79
310 86th St,(718) 748-8632,Sammijoe Star Deli,Brooklyn,us,40.62327,-74.030789,11209,37620577-acd0-436f-94e6-ce7ea363e246
